,pred,true
0,7.969106197357178,10.010000228881836
1,5.327146530151367,3.559999942779541
2,13.043397903442383,13.600000381469727
3,12.91745376586914,14.5
4,11.984969139099121,10.100000381469727
5,23.48615264892578,17.290000915527344
6,7.93943452835083,6.455999851226807
7,14.510764122009277,11.800000190734863
8,6.026742458343506,5.9679999351501465
9,13.914234161376953,14.140000343322754
10,15.058290481567383,22.860000610351562
11,9.135424613952637,5.880000114440918
12,13.5198974609375,12.600000381469727
13,11.081395149230957,8.550000190734863
14,7.554393291473389,9.449999809265137
15,5.017093181610107,5.440000057220459
16,6.205423355102539,5.800000190734863
17,10.345993995666504,6.900000095367432
18,8.858390808105469,11.920000076293945
19,8.317959785461426,8.100000381469727
20,28.772342681884766,23.035200119018555
21,11.770707130432129,10.600000381469727
22,19.504812240600586,14.720000267028809
23,12.883830070495605,13.876999855041504
24,22.8673152923584,20.200000762939453
25,11.702043533325195,17.94099998474121
26,17.714263916015625,9.84000015258789
27,5.490046977996826,9.229999542236328
28,11.286803245544434,16.729999542236328
29,10.817740440368652,11.109600067138672
30,16.142030715942383,15.300000190734863
31,8.91191577911377,11.600000381469727
32,17.820091247558594,12.109999656677246
33,13.601383209228516,7.748000144958496
34,16.639415740966797,17.6200008392334
35,5.233306407928467,5.519999980926514
36,9.86154556274414,10.430000305175781
37,11.662701606750488,13.800000190734863
38,23.109474182128906,25.25
39,13.42776870727539,12.100000381469727
40,19.005067825317383,21.100000381469727
41,15.072836875915527,24.780000686645508
42,9.214674949645996,9.020000457763672
43,10.071818351745605,8.050000190734863
44,8.979085922241211,8.520000457763672
45,8.744941711425781,6.599999904632568
46,43.73334503173828,51.07500076293945
47,14.546492576599121,13.039999961853027
48,11.14794635772705,9.550000190734863
49,8.041794776916504,7.599999904632568
50,17.057331085205078,9.550000190734863
51,6.345661640167236,5.679999828338623
52,21.172130584716797,18.84000015258789
53,7.910711765289307,5.829999923706055
54,11.028107643127441,12.199999809265137
55,16.78514862060547,17.81800079345703
56,4.050227642059326,3.740000009536743
57,31.387134552001953,35.040000915527344
58,13.527798652648926,25.440000534057617
59,5.445133686065674,5.175000190734863
60,9.019752502441406,11.680000305175781
61,10.674546241760254,11.0
62,9.362345695495605,12.510000228881836
63,11.580148696899414,22.0
64,9.779109001159668,8.699999809265137
65,5.846892833709717,5.980000019073486
66,35.76700973510742,40.20000076293945
67,6.299259662628174,6.0
68,22.698741912841797,22.23200035095215
69,7.864795684814453,4.599999904632568
70,32.56756591796875,35.599998474121094
71,7.174393177032471,3.4600000381469727
72,8.877713203430176,8.904000282287598
73,8.892794609069824,10.899999618530273
74,27.129600524902344,26.899999618530273
75,20.156444549560547,14.741999626159668
76,15.767487525939941,13.699999809265137
77,37.17858123779297,36.68769836425781
78,14.502945899963379,8.300000190734863
79,6.5308756828308105,7.0
80,9.768769264221191,11.600000381469727
81,6.884636878967285,7.139999866485596
82,8.467671394348145,8.399999618530273
83,18.226545333862305,25.200000762939453
84,12.747831344604492,14.800000190734863
85,9.348795890808105,9.239999771118164
86,20.712064743041992,17.010000228881836
87,9.30174732208252,8.520000457763672
88,14.36858081817627,15.199999809265137
89,6.026366233825684,5.25
90,7.09841775894165,3.5999999046325684
91,19.57848358154297,23.540000915527344
92,12.289341926574707,16.631000518798828
93,8.760834693908691,9.281999588012695
94,14.756316184997559,11.020000457763672
95,11.7904634475708,11.0600004196167
96,17.17263412475586,19.520000457763672
97,14.278428077697754,17.010000228881836
98,9.917105674743652,13.746000289916992
99,16.240842819213867,15.5
100,18.31517791748047,21.100000381469727
101,15.739520072937012,15.430000305175781
102,6.050954341888428,4.630000114440918
103,14.827546119689941,15.680000305175781
104,6.175706386566162,6.952000141143799
105,4.350329875946045,4.159999847412109
106,9.45667552947998,8.800000190734863
107,7.2692999839782715,6.349999904632568
108,10.957094192504883,13.739999771118164
109,19.821678161621094,19.489999771118164
110,13.343243598937988,14.788000106811523
111,11.412622451782227,10.350000381469727
112,6.30427360534668,8.260000228881836
113,14.577925682067871,11.010000228881836
114,19.15973663330078,27.31999969482422
115,5.879703521728516,4.650000095367432
116,14.959794044494629,9.800000190734863
117,26.255203247070312,23.799999237060547
118,17.39534568786621,19.799999237060547
119,14.001890182495117,11.880000114440918
120,11.858217239379883,8.5
121,13.11768627166748,11.720000267028809
122,6.1015305519104,4.239999771118164
123,41.812931060791016,34.70000076293945
124,10.780795097351074,12.0
125,10.541069030761719,9.300000190734863
126,17.925853729248047,11.0
127,13.267550468444824,11.5
128,13.579602241516113,21.610000610351562
129,12.002575874328613,11.621000289916992
130,19.671199798583984,9.979999542236328
131,8.586559295654297,6.75
132,14.687582969665527,11.574000358581543
133,14.26486873626709,14.149999618530273
134,24.844085693359375,21.200000762939453
135,4.936667442321777,3.492000102996826
136,9.393107414245605,9.119999885559082
137,25.757797241210938,19.399999618530273
138,10.04327392578125,11.760000228881836
139,14.97067928314209,18.899999618530273
140,19.799015045166016,18.700000762939453
141,11.328690528869629,11.84000015258789
142,4.060673236846924,4.349999904632568
143,25.79344940185547,15.539999961853027
144,10.842170715332031,5.873000144958496
145,17.17422103881836,16.639999389648438
146,11.26623249053955,13.859999656677246
147,12.220377922058105,9.496000289916992
148,13.174960136413574,8.1899995803833
149,12.301441192626953,10.399999618530273
150,13.741625785827637,14.600000381469727
151,13.048272132873535,11.223999977111816
152,18.91033172607422,18.399999618530273
153,14.058189392089844,7.599999904632568
154,8.675481796264648,7.099999904632568
155,6.341341972351074,5.809999942779541
156,7.759190559387207,6.811999797821045
157,22.632631301879883,17.0
158,9.905569076538086,10.289999961853027
159,13.018961906433105,11.4399995803833
160,10.591118812561035,12.407999992370605
161,20.293437957763672,19.760000228881836
162,14.051898956298828,12.319999694824219
163,6.915022373199463,5.110000133514404
164,6.036648750305176,3.869999885559082
165,14.20180892944336,14.600000381469727
166,13.266410827636719,11.100000381469727
167,6.2665324211120605,11.420000076293945
168,27.784584045410156,8.800000190734863
169,9.098294258117676,9.899999618530273
170,20.419729232788086,19.520000457763672
171,8.073729515075684,7.400000095367432
172,38.489891052246094,35.0
173,9.835837364196777,8.5
174,6.955144882202148,11.46399974822998
175,14.79110050201416,21.611000061035156
176,16.52329444885254,16.163999557495117
177,19.08486557006836,22.399999618530273
178,8.747879028320312,7.208000183105469
179,16.368022918701172,18.700000762939453
180,9.872323036193848,9.520000457763672
181,12.588295936584473,10.5
182,11.977253913879395,8.850000381469727
183,19.358661651611328,23.549400329589844
184,12.271796226501465,15.0
185,19.228885650634766,18.08799934387207
186,22.581714630126953,32.47999954223633
187,11.616312026977539,14.699999809265137
188,8.142545700073242,9.029999732971191
189,19.365161895751953,21.700000762939453
190,22.927047729492188,32.29999923706055
191,35.6676025390625,26.790000915527344
192,8.973652839660645,8.510000228881836
193,48.02555847167969,43.5
194,14.949515342712402,19.15999984741211
195,8.554214477539062,8.800000190734863
196,10.192521095275879,8.079999923706055
197,6.834078311920166,5.78000020980835
198,14.181950569152832,14.399999618530273
199,4.521939277648926,5.599999904632568
200,25.650911331176758,22.0
201,8.17626667022705,17.190000534057617
202,12.001360893249512,18.1299991607666
203,8.19578742980957,10.569999694824219
204,9.819253921508789,11.760000228881836
205,8.531281471252441,6.360000133514404
206,18.7493896484375,25.100000381469727
207,13.363327980041504,15.630999565124512
208,16.114887237548828,11.319999694824219
209,12.341596603393555,6.440000057220459
210,21.222232818603516,21.100000381469727
211,14.477434158325195,12.25
212,11.478638648986816,8.600000381469727
213,23.389053344726562,17.899999618530273
214,12.846809387207031,15.539999961853027
215,20.440509796142578,9.300000190734863
216,19.38968276977539,15.800000190734863
217,6.4340291023254395,4.340000152587891
218,10.130677223205566,14.760000228881836
219,12.760300636291504,27.09000015258789
220,15.717850685119629,9.399999618530273
221,7.950910568237305,4.611199855804443
222,28.390872955322266,29.709999084472656
223,13.299511909484863,35.63199996948242
224,7.008044719696045,7.050000190734863
225,14.157562255859375,15.199999809265137
226,7.119205951690674,7.199999809265137
227,8.362797737121582,11.640000343322754
228,13.86115550994873,15.899999618530273
229,10.608322143554688,10.850000381469727
230,8.231681823730469,7.0320000648498535
231,14.351861000061035,10.720000267028809
232,13.338482856750488,16.239999771118164
233,10.939804077148438,14.949999809265137
234,6.960896968841553,7.559999942779541
235,13.133645057678223,16.06999969482422
236,14.101262092590332,10.300000190734863
237,7.351749420166016,9.239999771118164
238,14.282432556152344,19.100000381469727
239,6.919445514678955,6.429999828338623
240,11.583121299743652,15.039999961853027
241,11.052756309509277,11.472000122070312
242,10.108920097351074,10.138999938964844
243,4.688100337982178,4.880000114440918
244,5.564362049102783,5.809999942779541
245,8.789158821105957,5.682000160217285
246,8.339215278625488,8.0
247,36.579071044921875,38.400001525878906
248,8.507037162780762,21.40999984741211
249,13.329062461853027,15.5
250,8.911080360412598,10.013999938964844
251,10.516176223754883,12.699999809265137
252,26.558372497558594,32.689998626708984
253,6.683341026306152,4.619999885559082
254,8.406880378723145,10.100000381469727
255,10.723403930664062,7.25
256,9.083651542663574,9.039999961853027
257,34.94445037841797,47.099998474121094
258,11.18878173828125,11.744000434875488
259,12.820173263549805,12.399999618530273
260,9.391732215881348,8.460000038146973
261,11.112526893615723,11.600000381469727
262,11.49553394317627,9.779999732971191
263,11.597643852233887,13.920000076293945
264,15.57568645477295,7.139999866485596
265,24.534404754638672,19.11199951171875
266,18.863388061523438,20.350000381469727
267,7.154623508453369,6.440000057220459
268,14.095261573791504,13.239999771118164
